chunk_id,strategy,text,length,start_index,end_index
468,recursive,"
Product: Asus EX-B650M-V7 AM5 micro-ATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 16,300৳16,500৳.

Product: Asus PRIME B650M-A II AM5 mATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 16,800৳17,200৳.
",250,106846,107096
469,recursive,"
Product: Asus TUF GAMING B550M Plus WIFI II AMD AM4 microATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 19,500৳.

Product: ASUS TUF GAMING A620M-PLUS AMD AM5 Micro-ATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 19,206৳19,800৳.
",278,107096,107374
470,recursive,"
Product: ASUS TUF GAMING A620M-PLUS WIFI AMD AM5 Micro-ATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 19,300৳19,800৳.

Product: ASUS B650M-AYW WIFI AMD AM5 DDR5 Micro-ATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 19,400৳20,200৳.
",281,107374,107655
471,recursive,"
Product: Asus B850M AYW GAMING WIFI AM5 m-ATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 26,200৳26,400৳.

Product: Asus TUF GAMING B650M-E AMD AM5 micro-ATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 27,500৳.
",260,107655,107915
472,recursive,"
Product: Asus TUF GAMING B650-E WIFI DDR5 AM5 ATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 27,500৳.

Product: Asus PRIME B840M-A WIFI-CSM AM5 mATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 29,500৳.
",252,107915,108167
473,recursive,"
Product: Asus TUF GAMING B850-E WIFI AM5 ATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 34,100৳34,500৳.

Product: Asus B850 MAX GAMING WIFI W AM5 ATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 34,200৳34,500৳.
",260,108167,108427
474,recursive,"
Product: Asus ROG STRIX B850-G GAMING WIFI mATX Motherboard. Category: ASUS (AMD). Subcategory: Motherboard. Price: 38,800৳39,000৳.

Product: GIGABYTE H510M H Intel 10th and 11th Gen Micro ATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 9,500৳10,000৳.
",283,108427,108710
475,recursive,"
Product: GIGABYTE H610M H V3 DDR4 Micro ATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 9,900৳10,600৳.

Product: GIGABYTE H610M K DDR4 Micro ATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 9,999৳10,700৳.
",265,108710,108975
476,recursive,"
Product: GIGABYTE H610M K DDR5 Micro ATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 10,200৳11,000৳.

Product: GIGABYTE H610M H DDR5 mATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 10,600৳11,200৳.
",259,108975,109234
477,recursive,"
Product: GIGABYTE H610M S2H DDR5 mATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 11,300৳12,500৳.

Product: GIGABYTE B760M H DDR4 mATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 13,700৳14,200৳.
",256,109234,109490
478,recursive,"
Product: GIGABYTE B760M D2H DDR4 mATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 14,500৳15,500৳.

Product: GIGABYTE B760M D3HP DDR5 Micro ATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 16,500৳16,900৳.
",264,109490,109754
479,recursive,"
Product: GIGABYTE B760M D3HP DDR4 Micro ATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 16,300৳17,000৳.

Product: GIGABYTE B760M DS3H DDR4 mATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 16,600৳17,200৳.
",265,109754,110019
480,recursive,"
Product: GIGABYTE B760 DS3H ATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 18,200৳20,000৳.

Product: GIGABYTE B760M GAMING PLUS WIFI DDR4 Micro ATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 20,000৳20,200৳.
",270,110019,110289
481,recursive,"
Product: GIGABYTE B760M GAMING X DDR4 mATX Motherboard. Category: GIGABYTE (Intel). Subcategory: Motherboard. Price: 19,800৳20,500৳.

Product: Gigabyte A520M DS3H V2 Micro-ATX DDR4 AMD AM4 Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 9,200৳10,000৳.
",277,110289,110566
482,recursive,"
Product: GIGABYTE A520M DS3H AC Ultra Durable AM4 Micro-ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 10,010৳11,000৳.

Product: Gigabyte B450M DS3H V2 AMD AM4 Micro ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 9,680৳11,000৳.
",287,110566,110853
483,recursive,"
Product: GIGABYTE A620M H AM5 Micro-ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 10,208৳11,600৳.

Product: GIGABYTE B450M DS3H WIFI AM4 AMD Micro ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 11,000৳12,200৳.
",270,110853,111123
484,recursive,"
Product: GIGABYTE B650M H AM5 Micro-ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 12,834৳13,800৳.

Product: GIGABYTE B650M S2H AM5 Micro-ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 13,299৳14,300৳.
",260,111123,111383
485,recursive,"
Product: GIGABYTE B650M K AMD AM5 Micro-ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 14,065৳14,500৳.

Product: GIGABYTE B650M GAMING WIFI mATX AM5 Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 16,500৳17,000৳.
",267,111383,111650
486,recursive,"
Product: GIGABYTE B650M D3HP DDR5 AM5 Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 17,500৳18,500৳.

Product: GIGABYTE B650M GAMING PLUS WIFI DDR5 AM5 Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 20,500৳21,500৳.
",266,111650,111916
487,recursive,"
Product: GIGABYTE B850M D3HP AMD AM5 DDR5 Micro ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 21,000৳21,500৳.

Product: GIGABYTE B650M D3HP AX DDR5 AM5 Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 18,500৳23,800৳.
",271,111916,112187
488,recursive,"
Product: GIGABYTE B650 UD AC AM5 ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 23,999৳25,500৳.

Product: GIGABYTE B650M GAMING X AX DDR5 AM5 Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 25,000৳26,000৳.
",260,112187,112447
489,recursive,"
Product: GIGABYTE B650 EAGLE AX DDR5 AM5 Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 25,500৳26,000৳.

Product: GIGABYTE B850M EAGLE WIFI6E AMD AM5 DDR5 Micro ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 26,000৳27,500৳.
",279,112447,112726
490,recursive,"
Product: GIGABYTE B850M GAMING X WIFI6E AMD AM5 DDR5 Micro ATX Motherboard. Category: GIGABYTE (AMD). Subcategory: Motherboard. Price: 29,700৳30,500৳.

Product: Colorful BATTLE-AX H610M-E WIFI V20 mATX Motherboard. Category: Colorful (Intel). Subcategory: Motherboard. Price: 10,200৳.
",286,112726,113012
491,recursive,"
Product: Colorful BATTLE-AX B760M-T PRO V20 mATX Motherboard. Category: Colorful (Intel). Subcategory: Motherboard. Price: 11,300৳11,500৳.

Product: Colorful BATTLE-AX B760M-PLUS V20 M-ATX Motherboard. Category: Colorful (Intel). Subcategory: Motherboard. Price: 17,000৳.
",273,113012,113285
492,recursive,"
Product: Colorful BATTLE-AX B760M-PLUS D5 V20 mATX Motherboard. Category: Colorful (Intel). Subcategory: Motherboard. Price: 17,500৳18,000৳.

Product: Colorful CVN B760I FROZEN WIFI V20 ITX Motherboard. Category: Colorful (Intel). Subcategory: Motherboard. Price: 19,500৳20,000৳.
",281,113285,113566
493,recursive,"
Product: Colorful CVN B760M FROZEN WIFI V20 mATX Motherboard. Category: Colorful (Intel). Subcategory: Motherboard. Price: 21,500৳22,000৳.

Product: Colorful BATTLE-AX B550M-T PRO V14 AM4 mATX Motherboard. Category: Colorful (AMD). Subcategory: Motherboard. Price: Out Of Stock.
",280,113566,113846
494,recursive,"
Product: Colorful CVN B550M GAMING FROZEN V15 AM4 mATX Motherboard. Category: Colorful (AMD). Subcategory: Motherboard. Price: Out Of Stock.

Product: Colorful GeForce GT710-2GD3-V 2GB Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 4,900৳5,200৳.
",271,113846,114117
495,recursive,"
Product: PELADN GeForce KaiTian GT 730 4GB GDDR3 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 5,200৳.

Product: Gigabyte GT 710 2GB DDR3 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 5,800৳6,200৳.
",249,114117,114366
496,recursive,"
Product: OCPC GeForce GT 730 4GB DDR3 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 6,200৳6,250৳.

Product: ASUS GeForce GT 710 2GB GDDR5 EVO Low-profile Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 6,800৳.
",259,114366,114625
497,recursive,"
Product: MSI GeForce GT 730 2GB DDR3 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 6,800৳6,900৳.

Product: Asus Geforce Gt 730 2GB GDDR5 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 9,100৳9,300৳.
",248,114625,114873
498,recursive,"
Product: Gigabyte GT 1030 Low Profile D4 2GB DDR4 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 9,300৳.

Product: Colorful GeForce GT1030 V3 2GB Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 9,300৳9,700৳.
",256,114873,115129
499,recursive,"
Product: OCPC Radeon RX 550 4GB SE GDDR5 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 9,750৳.

Product: PELADN RX 550 4G Gaming GDDR5 128 Bit Black Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 9,900৳.
",254,115129,115383
500,recursive,"
Product: ASUS GeForce GT 1030 2GB GDDR5 low Profile Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 10,800৳.

Product: PowerColor Red Dragon Radeon RX 550 4GB GDDR5 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 11,000৳11,500৳.
",276,115383,115659
501,recursive,"
Product: PELADN RX 580 8G 256Bit Dual Fans Gaming Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 11,500৳12,000৳.

Product: OCPC Radeon RX 580 8GB XE GDDR5 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 13,500৳13,700৳.
",267,115659,115926
502,recursive,"
Product: GIGABYTE Intel Arc A310 WINDFORCE 4G GDDR6 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 14,300৳15,000৳.

Product: Asus Geforce GT 730 2GB GDDR5 Graphics Card with 4 HDMI Ports. Category: Graphics Card. Subcategory: Component. Price: 15,400৳.
",278,115926,116204
503,recursive,"
Product: GUNNIR Intel Arc A380 Index 6G GDDR6 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 15,000৳15,800৳.

Product: GUNNIR Intel Arc A380 Photon 6G OC GDDR6 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 16,000৳17,000৳.
",272,116204,116476
504,recursive,"
Product: GUNNIR Intel Arc A380 Photon 6G OC W GDDR6 Graphics Card. Category: Graphics Card. Subcategory: Component. Price: 16,500৳17,000৳.

Product: ASUS Dual Radeon RX 6500 XT V2 OC Edition 4GB GDDR6 Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 20,500৳20,900৳.
",284,116476,116760
505,recursive,"
Product: ASUS Dual GeForce RTX 3050 6GB GDDR6 Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 28,300৳30,000৳.

Product: ASUS Dual GeForce RTX 5060 8GB GDDR7 Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 50,300৳50,500৳.
",258,116760,117018
506,recursive,"
Product: ASUS Dual GeForce RTX 5060 8GB GDDR7 OC Edition Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 50,300৳52,000৳.

Product: ASUS Dual GeForce RTX 4060 Ti EVO OC Edition 8GB GDDR6 Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 57,900৳63,500৳.
",287,117018,117305
507,recursive,"
Product: ASUS TUF Gaming GeForce RTX 5070 12GB GDDR7 OC Edition Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 118,000৳.

Product: ASUS PRIME GeForce RTX 5070 Ti 16GB GDDR7 OC Edition Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 141,000৳.
",280,117305,117585
508,recursive,"
Product: ASUS TUF Gaming GeForce RTX 4070 Ti SUPER BTF White OC Edition 16GB GDDR6X Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 157,000৳161,000৳.
",169,117585,117754
509,recursive,"
Product: ASUS TUF Gaming GeForce RTX 5070 Ti 16GB GDDR7 OC Edition Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 161,000৳165,000৳.

Product: ASUS ROG Strix GeForce RTX 5070 Ti 16GB GDDR7 OC Edition Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 168,000৳.
",295,117754,118049
510,recursive,"
Product: ASUS PRIME GeForce RTX 5070 12GB GDDR7 OC Edition Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: Up Coming.

Product: ASUS TUF Gaming GeForce RTX 5080 16GB GDDR7 OC Edition Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 239,000৳.
",278,118049,118327
511,recursive,"
Product: ASUS ROG Astral GeForce RTX 5080 16GB GDDR7 OC Edition Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 239,000৳.

Product: ASUS TUF Gaming GeForce RTX 5090 32GB GDDR7 OC Edition Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 453,000৳.
",282,118327,118609
512,recursive,"
Product: ASUS ROG Astral GeForce RTX 5090 32GB GDDR7 OC Edition Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: 496,000৳.

Product: ASUS KO NVIDIA GeForce RTX 3060 Ti OC Edition 8GB GDDR6 Graphics Card. Category: ASUS. Subcategory: Graphics Card. Price: Up Coming.
",284,118609,118893
513,recursive,"
Product: Colorful GeForce RTX 3050 6GB-V GDDR6 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 24,900৳.

Product: Colorful GeForce RTX 3050 NB DUO V2-V 8GB GDDR6 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 28,500৳29,000৳.
",271,118893,119164
514,recursive,"
Product: Colorful iGame GeForce RTX 3050 Ultra W DUO OC V2-V 8GB GDDR6 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 30,000৳30,500৳.

Product: Colorful GeForce RTX 3060 NB DUO 12G V4 L-V GDDR6 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 39,500৳.
",297,119164,119461
515,recursive,"
Product: Colorful iGame GeForce RTX 5050 Ultra W DUO OC 8GB-V GDDR6 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 39,900৳.

Product: Colorful iGame GeForce RTX 5060 Ultra W DUO OC 8GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 49,500৳.
",296,119461,119757
516,recursive,"
Product: Colorful iGame GeForce RTX 5060 Ultra W OC 8GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 51,500৳52,500৳.

Product: Colorful GeForce RTX 5060 Ti Battle AX DUO 8GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 59,900৳.
",295,119757,120052
517,recursive,"
Product: Colorful iGame GeForce RTX 5060 Ti Ultra W DUO OC 8GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 59,800৳62,900৳.
",158,120052,120210
518,recursive,"
Product: Colorful iGame GeForce RTX 5060 Ti Ultra W OC 8GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 62,900৳65,000৳.
",154,120210,120364
519,recursive,"
Product: Colorful iGame GeForce RTX 5060 Ti Ultra W DUO OC 16GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 69,900৳.

Product: Colorful GeForce RTX 5070 NB EX 12GB V2-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 85,000৳87,000৳.
",296,120364,120660
520,recursive,"
Product: Colorful iGame GeForce RTX 5070 Ultra W OC 12GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 91,900৳94,000৳.
",152,120660,120812
521,recursive,"
Product: Colorful iGame GeForce RTX 5070 Vulcan OC 12GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 109,900৳118,000৳.

Product: Colorful GeForce RTX 5070 Ti Battle AX 16GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 124,000৳.
",295,120812,121107
522,recursive,"
Product: Colorful iGame GeForce RTX 5070 Ti Ultra W OC 16GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 129,900৳133,000৳.
",157,121107,121264
523,recursive,"
Product: Colorful iGame GeForce RTX 5080 Ultra W OC 16GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 182,500৳193,000৳.
",154,121264,121418
524,recursive,"
Product: Colorful iGame GeForce RTX 5080 Vulcan OC 16GB-V GDDR7 Graphics Card. Category: Colorful. Subcategory: Graphics Card. Price: 199,900৳225,000৳.

Product: Intel Arc A750 8GB GDDR6 Graphics Card. Category: INTEL. Subcategory: Graphics Card. Price: Out Of Stock.
",269,121418,121687
525,recursive,"
Product: Intel Arc A750 Limited Edition 8GB GDDR6 Graphics Card. Category: INTEL. Subcategory: Graphics Card. Price: Out Of Stock.

Product: Sapphire Pulse AMD Radeon RX 9060 XT Gaming OC 8GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: 47,500৳.
",278,121687,121965
526,recursive,"
Product: Sapphire Pulse AMD Radeon RX 9060 XT GAMING OC 16GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: 55,400৳.

Product: Sapphire PULSE AMD Radeon RX 9070 Gaming 16GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: 94,900৳.
",288,121965,122253
527,recursive,"
Product: Sapphire PURE AMD Radeon RX 9070 Gaming OC 16GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: 98,000৳98,900৳.

Product: Sapphire Pulse AMD Radeon RX 9070 XT Gaming 16GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: 106,900৳.
",295,122253,122548
528,recursive,"
Product: Sapphire NITRO+ AMD Radeon RX 9070 Gaming OC 16GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: 101,900৳.

Product: Sapphire NITRO+ AMD Radeon RX 9070 XT 16GB Gaming OC GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: 110,900৳.
",295,122548,122843
529,recursive,"
Product: Sapphire NITRO+ AMD Radeon RX 7900 XTX Vapor-X 24GB GDDR6 Gaming Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: 155,900৳.

Product: Sapphire Pulse Radeon RX 550 4GB GDDR5 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Up Coming.
",285,122843,123128
530,recursive,"
Product: Sapphire Pulse Radeon RX 570 4GB GDDR5 HDMI DP Graphics card. Category: Sapphire. Subcategory: Graphics Card. Price: Up Coming.

Product: Sapphire Pulse Radeon RX 570 8GB GDDR5 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Up Coming.
",268,123128,123396
531,recursive,"
Product: Sapphire Pulse Radeon RX 5600 XT 6GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Up Coming.

Product: Sapphire Pulse Radeon RX 5600 XT BE 6GB Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Up Coming.
",265,123396,123661
532,recursive,"
Product: Sapphire Radeon RX 5700 8GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Up Coming.

Product: Sapphire NITRO+ AMD Radeon RX 6800 XT 16GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Up Coming.
",265,123661,123926
533,recursive,"
Product: Sapphire Pulse AMD Radeon RX 6500 XT Gaming OC 4GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Out Of Stock.

Product: Sapphire PULSE AMD Radeon RX 6500 XT 8GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Out Of Stock.
",292,123926,124218
534,recursive,"
Product: Sapphire PULSE AMD Radeon RX 6500XT OC 8GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Out Of Stock.

Product: Sapphire Pulse AMD Radeon RX 6600 8GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Out Of Stock.
",281,124218,124499
535,recursive,"
Product: Sapphire PULSE AMD Radeon RX 7600 Gaming OC 8GB GDDR6 Graphics Card. Category: Sapphire. Subcategory: Graphics Card. Price: Out Of Stock.

Product: Zotac GAMING GeForce RTX 3050 Twin Edge OC 6GB GDDR6 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 25,900৳.
",287,124499,124786
536,recursive,"
Product: ZOTAC GAMING GEFORCE RTX 3050 ECO 8GB GDDR6 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 29,000৳31,500৳.

Product: ZOTAC GAMING GeForce RTX 5050 SOLO 8GB GDDR6 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 37,900৳.
",268,124786,125054
537,recursive,"
Product: ZOTAC GAMING GeForce RTX 5050 Twin Edge 8GB GDDR6 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 38,900৳.

Product: ZOTAC GAMING GeForce RTX 3060 Twin Edge 12GB GDDR6 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 39,000৳40,000৳.
",280,125054,125334
538,recursive,"
Product: ZOTAC GAMING GeForce RTX 5050 Twin Edge OC 8GB GDDR6 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 40,900৳.

Product: ZOTAC GAMING GeForce RTX 5060 SOLO 8GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 43,400৳43,900৳.
",277,125334,125611
539,recursive,"
Product: ZOTAC GeForce RTX 5060 AMP 8GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 48,500৳.

Product: ZOTAC GAMING GeForce RTX 5060 Twin Edge OC White Edition 8GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 48,900৳.
",276,125611,125887
540,recursive,"
Product: ZOTAC GAMING GeForce RTX 5060 Ti AMP 16GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 69,900৳.

Product: ZOTAC GAMING GeForce RTX 5070 SOLID 12GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 88,000৳88,900৳.
",274,125887,126161
541,recursive,"
Product: ZOTAC GAMING GeForce RTX 5070 AMP White Edition 12GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 95,900৳96,900৳.
",152,126161,126313
542,recursive,"
Product: ZOTAC GAMING GeForce RTX 5070 Ti SOLID SFF OC 16GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 128,000৳128,900৳.
",152,126313,126465
543,recursive,"
Product: ZOTAC GAMING GeForce RTX 5070 Ti SOLID CORE OC White Edition 16GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 135,900৳.
",159,126465,126624
544,recursive,"
Product: ZOTAC GAMING GeForce RTX 5070 Ti AMP Extreme INFINITY 16GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 142,000৳142,900৳.
",160,126624,126784
545,recursive,"
Product: ZOTAC GAMING GeForce RTX 5070 Ti AMP Extreme INFINITY ULTRA 16GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 148,000৳148,900৳.
",166,126784,126950
546,recursive,"
Product: ZOTAC GAMING GeForce RTX 5080 SOLID CORE OC 16GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 169,000৳169,900৳.

Product: ZOTAC GAMING GeForce RTX 5090 SOLID OC 32GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 347,900৳349,900৳.
",295,126950,127245
547,recursive,"
Product: ZOTAC GAMING GeForce RTX 5090 SOLID OC White Edition 32GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 359,000৳359,900৳.
",159,127245,127404
548,recursive,"
Product: ZOTAC GAMING GeForce RTX 5090 AMP Extreme INFINITY 32GB GDDR7 Graphics Card. Category: ZOTAC. Subcategory: Graphics Card. Price: 375,000৳375,900৳.

Product: GUNNIR Intel Arc A580 Index 8G GDDR6 Graphics Card. Category: GUNNIR. Subcategory: Graphics Card. Price: 23,500৳24,500৳.
",288,127404,127692
549,recursive,"
Product: GUNNIR Intel Arc A750 Index 8GB GDDR6 Graphics Card. Category: GUNNIR. Subcategory: Graphics Card. Price: 26,500৳.

Product: GUNNIR Intel Arc A750 Photon 8G OC W GDDR6 Graphics Card. Category: GUNNIR. Subcategory: Graphics Card. Price: 29,000৳.
",255,127692,127947
550,recursive,"
Product: GUNNIR Intel Arc B570 Index 10G GDDR6 Graphics Card. Category: GUNNIR. Subcategory: Graphics Card. Price: 32,300৳32,400৳.

Product: GUNNIR Intel Arc B570 Tri 10G OC GDDR6 Graphics Card. Category: GUNNIR. Subcategory: Graphics Card. Price: 32,300৳32,999৳.
",265,127947,128212
551,recursive,"
Product: GUNNIR Intel Arc A770 Photon 16G OC W GDDR6 Graphics Card. Category: GUNNIR. Subcategory: Graphics Card. Price: 35,000৳36,500৳.

Product: GUNNIR Intel Arc A770 Photon 16G OC X ELDEN RING Shadow Of The Erdtree Graphics Card. Category: GUNNIR. Subcategory: Graphics Card. Price: 36,500৳.
",296,128212,128508
552,recursive,"
Product: GUNNIR Intel Arc B580 Index 12G GDDR6 Graphics Card. Category: GUNNIR. Subcategory: Graphics Card. Price: 36,500৳37,500৳.

Product: GUNNIR Intel Arc A770 Photon 16G OC GDDR6 Graphics Card (Black). Category: GUNNIR. Subcategory: Graphics Card. Price: 34,500৳38,500৳.
",276,128508,128784
553,recursive,"
Product: GUNNIR Intel Arc B580 Photon 12G OC GDDR6 Graphics Card. Category: GUNNIR. Subcategory: Graphics Card. Price: 39,000৳41,000৳.

Product: GUNNIR Intel Arc B580 Photon 12G OC W GDDR6 Graphics Card. Category: GUNNIR. Subcategory: Graphics Card. Price: 39,500৳41,000৳.
",274,128784,129058
